Variable_name	Value
log_slow_admin_statements	ON
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	ON
log_slow_query_file	MacBook-Pro-Arttu-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
slow_launch_time	2
slow_query_log	ON
slow_query_log_file	MacBook-Pro-Arttu-slow.log
152450	Rojola	Iisakki
152539	Kohonen-Rojola	Iisakki
152750	Rojola	Iisakki
154835	Rojola	Iisakki
155465	Rojola	Iisakki
158957	Rojola	Iisakki
159208	Rojola	Iisakki
160085	Rojola-Kähkönen	Iisakki
163554	Rojola	Iisakki
164153	Rojola	Iisakki
164918	Vanninen-Rojola	Iisakki
168449	Rojola	Iisakki
172311	Rojola	Iisakki
173258	Rojola	Iisakki
174364	Rojola	Iisakki
175094	Rojola	Iisakki
175253	Rojola	Iisakki
176917	Rojola	Iisakki
177825	Rojola	Iisakki
178222	Rojola	Iisakki
179838	Rojola	Iisakki
180744	Rojola	Iisakki
182603	Rojola	Iisakki
183368	Rojola	Iisakki
184592	Mynttinen-Rojola	Iisakki
185206	Rojola	Iisakki
186419	Rojola	Iisakki
187117	Rojola	Iisakki
190421	Rojola	Iisakki
191298	Rojola	Iisakki
193437	Rojola	Iisakki
196979	Rojola	Iisakki
197621	Rojola	Iisakki
198720	Rojola	Iisakki
199632	Rojola	Iisakki
3	Rojola	Hertta
206	Rojola	Hertta
1179	Rojola-Heinonen	Hertta
1866	Rojola	Hertta
5376	Rojola	Hertta
5443	Rojola	Hertta
5607	Rojola	Hertta
6469	Rojola	Hertta
7294	Rojola	Hertta
9461	Rojola	Hertta
9671	Rojola	Hertta
10094	Rojola	Hertta
11413	Rojola	Hertta
11738	Rojola	Hertta
12244	Rojola	Hertta
13047	Rojola	Hertta
15476	Rojola	Hertta
18407	Rojola	Hertta
24044	Rojola	Hertta
24066	Rojola	Hertta
26509	Rojola-Auvinen	Hertta
28292	Rojola	Hertta
30320	Rojola	Hertta
32094	Rojola	Hertta
37119	Rojola	Hertta
39437	Rojola	Hertta
40270	Rojola	Hertta
40600	Rojola	Hertta
42541	Rojola	Hertta
43285	Rojola	Hertta
45918	Laitamo-Rojola	Hertta
46519	Rojola	Hertta
47522	Rojola	Hertta
48664	Rojola	Hertta
50163	Rojola	Hertta
51065	Rojola	Hertta
53432	Rojola	Hertta
55375	Rojola	Hertta
55736	Ollikainen-Rojola	Hertta
56196	Rojola	Hertta
61538	Rojola	Hertta
64254	Rojola	Hertta
66363	Rojola	Hertta
66979	Rojola-Rajala	Hertta
68219	Rojola	Hertta
71215	Rojola	Hertta
71733	Rojola	Hertta
74971	Häkkinen-Rojola	Hertta
76212	Rojola	Hertta
79318	Rojola	Hertta
81227	Rojola	Hertta
81975	Rojola	Hertta
87081	Rojola	Hertta
88357	Rojola	Hertta
89019	Rojola	Hertta
91841	Rojola	Hertta
92299	Rojola	Hertta
97570	Rojola	Hertta
97630	Rojola	Hertta
99720	Rojola	Hertta
99753	Rojola	Hertta
107288	Rojola-Uutela	Hertta
110170	Rojola	Hertta
111197	Rojola	Hertta
111640	Wuotila-Rojola	Hertta
114982	Rojola	Hertta
115272	Rojola	Hertta
115298	Rojola	Hertta
115935	Rojola	Hertta
117692	Rojola	Hertta
123204	Rojola	Hertta
124259	Mottisenkangas-Rojola	Hertta
125850	Rojola	Hertta
126623	Rojola	Hertta
126819	Stepanov-Rojola	Hertta
129695	Rojola	Hertta
131459	Rojola	Hertta
132236	Rojola	Hertta
132745	Rojola	Hertta
135215	Rojola	Hertta
135299	Paavola-Rojola	Hertta
135519	Rojola	Hertta
136156	Rojola	Hertta
136834	Rojola	Hertta
136990	Rojola	Hertta
137027	Rojola	Hertta
146857	Rojola	Hertta
149258	Rojola	Hertta
149415	Rojola-Ruottinen	Hertta
152450	Rojola	Hertta
152539	Kohonen-Rojola	Hertta
152750	Rojola	Hertta
154835	Rojola	Hertta
155465	Rojola	Hertta
158957	Rojola	Hertta
159208	Rojola	Hertta
160085	Rojola-Kähkönen	Hertta
163554	Rojola	Hertta
164153	Rojola	Hertta
164918	Vanninen-Rojola	Hertta
168449	Rojola	Hertta
172311	Rojola	Hertta
173258	Rojola	Hertta
174364	Rojola	Hertta
175094	Rojola	Hertta
175253	Rojola	Hertta
176917	Rojola	Hertta
177825	Rojola	Hertta
178222	Rojola	Hertta
179838	Rojola	Hertta
180744	Rojola	Hertta
182603	Rojola	Hertta
183368	Rojola	Hertta
184592	Mynttinen-Rojola	Hertta
185206	Rojola	Hertta
186419	Rojola	Hertta
187117	Rojola	Hertta
190421	Rojola	Hertta
191298	Rojola	Hertta
193437	Rojola	Hertta
196979	Rojola	Hertta
197621	Rojola	Hertta
198720	Rojola	Hertta
199632	Rojola	Hertta
3	Rojola	Launo
206	Rojola	Launo
1179	Rojola-Heinonen	Launo
1866	Rojola	Launo
5376	Rojola	Launo
5443	Rojola	Launo
5607	Rojola	Launo
6469	Rojola	Launo
7294	Rojola	Launo
9461	Rojola	Launo
9671	Rojola	Launo
10094	Rojola	Launo
11413	Rojola	Launo
11738	Rojola	Launo
12244	Rojola	Launo
13047	Rojola	Launo
15476	Rojola	Launo
18407	Rojola	Launo
24044	Rojola	Launo
24066	Rojola	Launo
26509	Rojola-Auvinen	Launo
28292	Rojola	Launo
30320	Rojola	Launo
32094	Rojola	Launo
37119	Rojola	Launo
39437	Rojola	Launo
40270	Rojola	Launo
40600	Rojola	Launo
42541	Rojola	Launo
43285	Rojola	Launo
45918	Laitamo-Rojola	Launo
46519	Rojola	Launo
47522	Rojola	Launo
48664	Rojola	Launo
50163	Rojola	Launo
51065	Rojola	Launo
53432	Rojola	Launo
55375	Rojola	Launo
55736	Ollikainen-Rojola	Launo
56196	Rojola	Launo
61538	Rojola	Launo
64254	Rojola	Launo
66363	Rojola	Launo
66979	Rojola-Rajala	Launo
68219	Rojola	Launo
71215	Rojola	Launo
71733	Rojola	Launo
74971	Häkkinen-Rojola	Launo
76212	Rojola	Launo
79318	Rojola	Launo
81227	Rojola	Launo
81975	Rojola	Launo
87081	Rojola	Launo
88357	Rojola	Launo
89019	Rojola	Launo
91841	Rojola	Launo
92299	Rojola	Launo
97570	Rojola	Launo
97630	Rojola	Launo
99720	Rojola	Launo
99753	Rojola	Launo
107288	Rojola-Uutela	Launo
110170	Rojola	Launo
111197	Rojola	Launo
111640	Wuotila-Rojola	Launo
114982	Rojola	Launo
115272	Rojola	Launo
115298	Rojola	Launo
115935	Rojola	Launo
117692	Rojola	Launo
123204	Rojola	Launo
124259	Mottisenkangas-Rojola	Launo
125850	Rojola	Launo
126623	Rojola	Launo
126819	Stepanov-Rojola	Launo
129695	Rojola	Launo
131459	Rojola	Launo
132236	Rojola	Launo
132745	Rojola	Launo
135215	Rojola	Launo
135299	Paavola-Rojola	Launo
135519	Rojola	Launo
136156	Rojola	Launo
136834	Rojola	Launo
136990	Rojola	Launo
137027	Rojola	Launo
146857	Rojola	Launo
149258	Rojola	Launo
149415	Rojola-Ruottinen	Launo
152450	Rojola	Launo
152539	Kohonen-Rojola	Launo
152750	Rojola	Launo
154835	Rojola	Launo
155465	Rojola	Launo
158957	Rojola	Launo
159208	Rojola	Launo
160085	Rojola-Kähkönen	Launo
163554	Rojola	Launo
164153	Rojola	Launo
164918	Vanninen-Rojola	Launo
168449	Rojola	Launo
172311	Rojola	Launo
173258	Rojola	Launo
174364	Rojola	Launo
175094	Rojola	Launo
175253	Rojola	Launo
176917	Rojola	Launo
177825	Rojola	Launo
178222	Rojola	Launo
179838	Rojola	Launo
180744	Rojola	Launo
182603	Rojola	Launo
183368	Rojola	Launo
184592	Mynttinen-Rojola	Launo
185206	Rojola	Launo
186419	Rojola	Launo
187117	Rojola	Launo
190421	Rojola	Launo
191298	Rojola	Launo
193437	Rojola	Launo
196979	Rojola	Launo
197621	Rojola	Launo
198720	Rojola	Launo
199632	Rojola	Launo
3	Rojola	Jyrki
206	Rojola	Jyrki
1179	Rojola-Heinonen	Jyrki
1866	Rojola	Jyrki
5376	Rojola	Jyrki
5443	Rojola	Jyrki
5607	Rojola	Jyrki
6469	Rojola	Jyrki
7294	Rojola	Jyrki
9461	Rojola	Jyrki
9671	Rojola	Jyrki
10094	Rojola	Jyrki
11413	Rojola	Jyrki
11738	Rojola	Jyrki
12244	Rojola	Jyrki
13047	Rojola	Jyrki
15476	Rojola	Jyrki
18407	Rojola	Jyrki
24044	Rojola	Jyrki
24066	Rojola	Jyrki
26509	Rojola-Auvinen	Jyrki
28292	Rojola	Jyrki
30320	Rojola	Jyrki
32094	Rojola	Jyrki
37119	Rojola	Jyrki
39437	Rojola	Jyrki
40270	Rojola	Jyrki
40600	Rojola	Jyrki
42541	Rojola	Jyrki
43285	Rojola	Jyrki
45918	Laitamo-Rojola	Jyrki
46519	Rojola	Jyrki
47522	Rojola	Jyrki
48664	Rojola	Jyrki
50163	Rojola	Jyrki
51065	Rojola	Jyrki
53432	Rojola	Jyrki
55375	Rojola	Jyrki
55736	Ollikainen-Rojola	Jyrki
56196	Rojola	Jyrki
61538	Rojola	Jyrki
64254	Rojola	Jyrki
66363	Rojola	Jyrki
66979	Rojola-Rajala	Jyrki
68219	Rojola	Jyrki
71215	Rojola	Jyrki
71733	Rojola	Jyrki
74971	Häkkinen-Rojola	Jyrki
76212	Rojola	Jyrki
79318	Rojola	Jyrki
81227	Rojola	Jyrki
81975	Rojola	Jyrki
87081	Rojola	Jyrki
88357	Rojola	Jyrki
89019	Rojola	Jyrki
91841	Rojola	Jyrki
92299	Rojola	Jyrki
97570	Rojola	Jyrki
97630	Rojola	Jyrki
99720	Rojola	Jyrki
99753	Rojola	Jyrki
107288	Rojola-Uutela	Jyrki
110170	Rojola	Jyrki
111197	Rojola	Jyrki
111640	Wuotila-Rojola	Jyrki
114982	Rojola	Jyrki
115272	Rojola	Jyrki
115298	Rojola	Jyrki
115935	Rojola	Jyrki
117692	Rojola	Jyrki
123204	Rojola	Jyrki
124259	Mottisenkangas-Rojola	Jyrki
125850	Rojola	Jyrki
126623	Rojola	Jyrki
126819	Stepanov-Rojola	Jyrki
129695	Rojola	Jyrki
131459	Rojola	Jyrki
132236	Rojola	Jyrki
132745	Rojola	Jyrki
135215	Rojola	Jyrki
135299	Paavola-Rojola	Jyrki
135519	Rojola	Jyrki
136156	Rojola	Jyrki
136834	Rojola	Jyrki
136990	Rojola	Jyrki
137027	Rojola	Jyrki
146857	Rojola	Jyrki
149258	Rojola	Jyrki
149415	Rojola-Ruottinen	Jyrki
152450	Rojola	Jyrki
152539	Kohonen-Rojola	Jyrki
152750	Rojola	Jyrki
154835	Rojola	Jyrki
155465	Rojola	Jyrki
158957	Rojola	Jyrki
159208	Rojola	Jyrki
160085	Rojola-Kähkönen	Jyrki
163554	Rojola	Jyrki
164153	Rojola	Jyrki
164918	Vanninen-Rojola	Jyrki
168449	Rojola	Jyrki
172311	Rojola	Jyrki
173258	Rojola	Jyrki
174364	Rojola	Jyrki
175094	Rojola	Jyrki
175253	Rojola	Jyrki
176917	Rojola	Jyrki
177825	Rojola	Jyrki
178222	Rojola	Jyrki
179838	Rojola	Jyrki
180744	Rojola	Jyrki
182603	Rojola	Jyrki
183368	Rojola	Jyrki
184592	Mynttinen-Rojola	Jyrki
185206	Rojola	Jyrki
186419	Rojola	Jyrki
187117	Rojola	Jyrki
190421	Rojola	Jyrki
191298	Rojola	Jyrki
193437	Rojola	Jyrki
196979	Rojola	Jyrki
197621	Rojola	Jyrki
198720	Rojola	Jyrki
199632	Rojola	Jyrki
3	Rojola	Aina
206	Rojola	Aina
1179	Rojola-Heinonen	Aina
1866	Rojola	Aina
5376	Rojola	Aina
5443	Rojola	Aina
5607	Rojola	Aina
6469	Rojola	Aina
7294	Rojola	Aina
9461	Rojola	Aina
9671	Rojola	Aina
10094	Rojola	Aina
11413	Rojola	Aina
11738	Rojola	Aina
12244	Rojola	Aina
13047	Rojola	Aina
15476	Rojola	Aina
18407	Rojola	Aina
24044	Rojola	Aina
24066	Rojola	Aina
26509	Rojola-Auvinen	Aina
28292	Rojola	Aina
30320	Rojola	Aina
32094	Rojola	Aina
37119	Rojola	Aina
39437	Rojola	Aina
40270	Rojola	Aina
40600	Rojola	Aina
42541	Rojola	Aina
43285	Rojola	Aina
45918	Laitamo-Rojola	Aina
46519	Rojola	Aina
47522	Rojola	Aina
48664	Rojola	Aina
50163	Rojola	Aina
51065	Rojola	Aina
53432	Rojola	Aina
55375	Rojola	Aina
55736	Ollikainen-Rojola	Aina
56196	Rojola	Aina
61538	Rojola	Aina
64254	Rojola	Aina
66363	Rojola	Aina
66979	Rojola-Rajala	Aina
68219	Rojola	Aina
71215	Rojola	Aina
71733	Rojola	Aina
74971	Häkkinen-Rojola	Aina
76212	Rojola	Aina
79318	Rojola	Aina
81227	Rojola	Aina
81975	Rojola	Aina
87081	Rojola	Aina
88357	Rojola	Aina
89019	Rojola	Aina
91841	Rojola	Aina
92299	Rojola	Aina
97570	Rojola	Aina
97630	Rojola	Aina
99720	Rojola	Aina
99753	Rojola	Aina
107288	Rojola-Uutela	Aina
110170	Rojola	Aina
111197	Rojola	Aina
111640	Wuotila-Rojola	Aina
114982	Rojola	Aina
115272	Rojola	Aina
115298	Rojola	Aina
115935	Rojola	Aina
117692	Rojola	Aina
123204	Rojola	Aina
124259	Mottisenkangas-Rojola	Aina
125850	Rojola	Aina
126623	Rojola	Aina
126819	Stepanov-Rojola	Aina
129695	Rojola	Aina
131459	Rojola	Aina
132236	Rojola	Aina
132745	Rojola	Aina
135215	Rojola	Aina
135299	Paavola-Rojola	Aina
135519	Rojola	Aina
136156	Rojola	Aina
136834	Rojola	Aina
136990	Rojola	Aina
137027	Rojola	Aina
146857	Rojola	Aina
149258	Rojola	Aina
149415	Rojola-Ruottinen	Aina
152450	Rojola	Aina
152539	Kohonen-Rojola	Aina
152750	Rojola	Aina
154835	Rojola	Aina
155465	Rojola	Aina
158957	Rojola	Aina
159208	Rojola	Aina
160085	Rojola-Kähkönen	Aina
163554	Rojola	Aina
164153	Rojola	Aina
164918	Vanninen-Rojola	Aina
168449	Rojola	Aina
172311	Rojola	Aina
173258	Rojola	Aina
174364	Rojola	Aina
175094	Rojola	Aina
175253	Rojola	Aina
176917	Rojola	Aina
177825	Rojola	Aina
178222	Rojola	Aina
179838	Rojola	Aina
180744	Rojola	Aina
182603	Rojola	Aina
183368	Rojola	Aina
184592	Mynttinen-Rojola	Aina
185206	Rojola	Aina
186419	Rojola	Aina
187117	Rojola	Aina
190421	Rojola	Aina
191298	Rojola	Aina
193437	Rojola	Aina
196979	Rojola	Aina
197621	Rojola	Aina
198720	Rojola	Aina
199632	Rojola	Aina
3	Rojola	Heljä
206	Rojola	Heljä
1179	Rojola-Heinonen	Heljä
1866	Rojola	Heljä
5376	Rojola	Heljä
5443	Rojola	Heljä
5607	Rojola	Heljä
6469	Rojola	Heljä
7294	Rojola	Heljä
9461	Rojola	Heljä
9671	Rojola	Heljä
10094	Rojola	Heljä
11413	Rojola	Heljä
11738	Rojola	Heljä
12244	Rojola	Heljä
13047	Rojola	Heljä
15476	Rojola	Heljä
18407	Rojola	Heljä
24044	Rojola	Heljä
24066	Rojola	Heljä
26509	Rojola-Auvinen	Heljä
28292	Rojola	Heljä
30320	Rojola	Heljä
32094	Rojola	Heljä
37119	Rojola	Heljä
39437	Rojola	Heljä
40270	Rojola	Heljä
40600	Rojola	Heljä
42541	Rojola	Heljä
43285	Rojola	Heljä
45918	Laitamo-Rojola	Heljä
46519	Rojola	Heljä
47522	Rojola	Heljä
48664	Rojola	Heljä
50163	Rojola	Heljä
51065	Rojola	Heljä
53432	Rojola	Heljä
55375	Rojola	Heljä
55736	Ollikainen-Rojola	Heljä
56196	Rojola	Heljä
61538	Rojola	Heljä
64254	Rojola	Heljä
66363	Rojola	Heljä
66979	Rojola-Rajala	Heljä
68219	Rojola	Heljä
71215	Rojola	Heljä
71733	Rojola	Heljä
74971	Häkkinen-Rojola	Heljä
76212	Rojola	Heljä
79318	Rojola	Heljä
81227	Rojola	Heljä
81975	Rojola	Heljä
87081	Rojola	Heljä
88357	Rojola	Heljä
89019	Rojola	Heljä
91841	Rojola	Heljä
92299	Rojola	Heljä
97570	Rojola	Heljä
97630	Rojola	Heljä
99720	Rojola	Heljä
99753	Rojola	Heljä
107288	Rojola-Uutela	Heljä
110170	Rojola	Heljä
111197	Rojola	Heljä
111640	Wuotila-Rojola	Heljä
114982	Rojola	Heljä
115272	Rojola	Heljä
115298	Rojola	Heljä
115935	Rojola	Heljä
117692	Rojola	Heljä
123204	Rojola	Heljä
124259	Mottisenkangas-Rojola	Heljä
125850	Rojola	Heljä
126623	Rojola	Heljä
126819	Stepanov-Rojola	Heljä
129695	Rojola	Heljä
131459	Rojola	Heljä
132236	Rojola	Heljä
132745	Rojola	Heljä
135215	Rojola	Heljä
135299	Paavola-Rojola	Heljä
135519	Rojola	Heljä
136156	Rojola	Heljä
136834	Rojola	Heljä
136990	Rojola	Heljä
137027	Rojola	Heljä
146857	Rojola	Heljä
149258	Rojola	Heljä
149415	Rojola-Ruottinen	Heljä
152450	Rojola	Heljä
152539	Kohonen-Rojola	Heljä
152750	Rojola	Heljä
154835	Rojola	Heljä
155465	Rojola	Heljä
158957	Rojola	Heljä
159208	Rojola	Heljä
160085	Rojola-Kähkönen	Heljä
163554	Rojola	Heljä
164153	Rojola	Heljä
164918	Vanninen-Rojola	Heljä
168449	Rojola	Heljä
172311	Rojola	Heljä
173258	Rojola	Heljä
174364	Rojola	Heljä
175094	Rojola	Heljä
175253	Rojola	Heljä
176917	Rojola	Heljä
177825	Rojola	Heljä
178222	Rojola	Heljä
179838	Rojola	Heljä
180744	Rojola	Heljä
182603	Rojola	Heljä
183368	Rojola	Heljä
184592	Mynttinen-Rojola	Heljä
185206	Rojola	Heljä
186419	Rojola	Heljä
187117	Rojola	Heljä
190421	Rojola	Heljä
191298	Rojola	Heljä
193437	Rojola	Heljä
196979	Rojola	Heljä
197621	Rojola	Heljä
198720	Rojola	Heljä
199632	Rojola	Heljä
3	Rojola	Asta
206	Rojola	Asta
1179	Rojola-Heinonen	Asta
1866	Rojola	Asta
5376	Rojola	Asta
5443	Rojola	Asta
5607	Rojola	Asta
6469	Rojola	Asta
7294	Rojola	Asta
9461	Rojola	Asta
9671	Rojola	Asta
10094	Rojola	Asta
11413	Rojola	Asta
11738	Rojola	Asta
12244	Rojola	Asta
13047	Rojola	Asta
15476	Rojola	Asta
18407	Rojola	Asta
24044	Rojola	Asta
24066	Rojola	Asta
26509	Rojola-Auvinen	Asta
28292	Rojola	Asta
30320	Rojola	Asta
32094	Rojola	Asta
37119	Rojola	Asta
39437	Rojola	Asta
40270	Rojola	Asta
40600	Rojola	Asta
42541	Rojola	Asta
43285	Rojola	Asta
45918	Laitamo-Rojola	Asta
46519	Rojola	Asta
47522	Rojola	Asta
48664	Rojola	Asta
50163	Rojola	Asta
51065	Rojola	Asta
53432	Rojola	Asta
55375	Rojola	Asta
55736	Ollikainen-Rojola	Asta
56196	Rojola	Asta
61538	Rojola	Asta
64254	Rojola	Asta
66363	Rojola	Asta
66979	Rojola-Rajala	Asta
68219	Rojola	Asta
71215	Rojola	Asta
71733	Rojola	Asta
74971	Häkkinen-Rojola	Asta
76212	Rojola	Asta
79318	Rojola	Asta
81227	Rojola	Asta
81975	Rojola	Asta
87081	Rojola	Asta
88357	Rojola	Asta
89019	Rojola	Asta
91841	Rojola	Asta
92299	Rojola	Asta
97570	Rojola	Asta
97630	Rojola	Asta
99720	Rojola	Asta
99753	Rojola	Asta
107288	Rojola-Uutela	Asta
110170	Rojola	Asta
111197	Rojola	Asta
111640	Wuotila-Rojola	Asta
114982	Rojola	Asta
115272	Rojola	Asta
115298	Rojola	Asta
115935	Rojola	Asta
117692	Rojola	Asta
123204	Rojola	Asta
124259	Mottisenkangas-Rojola	Asta
125850	Rojola	Asta
126623	Rojola	Asta
126819	Stepanov-Rojola	Asta
129695	Rojola	Asta
131459	Rojola	Asta
132236	Rojola	Asta
132745	Rojola	Asta
135215	Rojola	Asta
135299	Paavola-Rojola	Asta
135519	Rojola	Asta
136156	Rojola	Asta
136834	Rojola	Asta
136990	Rojola	Asta
137027	Rojola	Asta
146857	Rojola	Asta
149258	Rojola	Asta
149415	Rojola-Ruottinen	Asta
152450	Rojola	Asta
152539	Kohonen-Rojola	Asta
152750	Rojola	Asta
154835	Rojola	Asta
155465	Rojola	Asta
158957	Rojola	Asta
159208	Rojola	Asta
160085	Rojola-Kähkönen	Asta
163554	Rojola	Asta
164153	Rojola	Asta
164918	Vanninen-Rojola	Asta
168449	Rojola	Asta
172311	Rojola	Asta
173258	Rojola	Asta
174364	Rojola	Asta
175094	Rojola	Asta
175253	Rojola	Asta
176917	Rojola	Asta
177825	Rojola	Asta
178222	Rojola	Asta
179838	Rojola	Asta
180744	Rojola	Asta
182603	Rojola	Asta
183368	Rojola	Asta
184592	Mynttinen-Rojola	Asta
185206	Rojola	Asta
186419	Rojola	Asta
187117	Rojola	Asta
190421	Rojola	Asta
191298	Rojola	Asta
193437	Rojola	Asta
196979	Rojola	Asta
197621	Rojola	Asta
198720	Rojola	Asta
199632	Rojola	Asta
3	Rojola	Elli
206	Rojola	Elli
1179	Rojola-Heinonen	Elli
1866	Rojola	Elli
5376	Rojola	Elli
5443	Rojola	Elli
5607	Rojola	Elli
6469	Rojola	Elli
7294	Rojola	Elli
9461	Rojola	Elli
9671	Rojola	Elli
10094	Rojola	Elli
11413	Rojola	Elli
11738	Rojola	Elli
12244	Rojola	Elli
13047	Rojola	Elli
15476	Rojola	Elli
18407	Rojola	Elli
24044	Rojola	Elli
24066	Rojola	Elli
26509	Rojola-Auvinen	Elli
28292	Rojola	Elli
30320	Rojola	Elli
32094	Rojola	Elli
37119	Rojola	Elli
39437	Rojola	Elli
40270	Rojola	Elli
40600	Rojola	Elli
42541	Rojola	Elli
43285	Rojola	Elli
45918	Laitamo-Rojola	Elli
46519	Rojola	Elli
47522	Rojola	Elli
48664	Rojola	Elli
50163	Rojola	Elli
51065	Rojola	Elli
53432	Rojola	Elli
55375	Rojola	Elli
55736	Ollikainen-Rojola	Elli
56196	Rojola	Elli
61538	Rojola	Elli
64254	Rojola	Elli
66363	Rojola	Elli
66979	Rojola-Rajala	Elli
68219	Rojola	Elli
71215	Rojola	Elli
71733	Rojola	Elli
74971	Häkkinen-Rojola	Elli
76212	Rojola	Elli
79318	Rojola	Elli
81227	Rojola	Elli
81975	Rojola	Elli
87081	Rojola	Elli
88357	Rojola	Elli
89019	Rojola	Elli
91841	Rojola	Elli
92299	Rojola	Elli
97570	Rojola	Elli
97630	Rojola	Elli
99720	Rojola	Elli
99753	Rojola	Elli
107288	Rojola-Uutela	Elli
110170	Rojola	Elli
111197	Rojola	Elli
111640	Wuotila-Rojola	Elli
114982	Rojola	Elli
115272	Rojola	Elli
115298	Rojola	Elli
115935	Rojola	Elli
117692	Rojola	Elli
123204	Rojola	Elli
124259	Mottisenkangas-Rojola	Elli
125850	Rojola	Elli
126623	Rojola	Elli
126819	Stepanov-Rojola	Elli
129695	Rojola	Elli
131459	Rojola	Elli
132236	Rojola	Elli
132745	Rojola	Elli
135215	Rojola	Elli
135299	Paavola-Rojola	Elli
135519	Rojola	Elli
136156	Rojola	Elli
136834	Rojola	Elli
136990	Rojola	Elli
137027	Rojola	Elli
146857	Rojola	Elli
149258	Rojola	Elli
149415	Rojola-Ruottinen	Elli
152450	Rojola	Elli
152539	Kohonen-Rojola	Elli
152750	Rojola	Elli
154835	Rojola	Elli
155465	Rojola	Elli
158957	Rojola	Elli
159208	Rojola	Elli
160085	Rojola-Kähkönen	Elli
163554	Rojola	Elli
164153	Rojola	Elli
164918	Vanninen-Rojola	Elli
168449	Rojola	Elli
172311	Rojola	Elli
173258	Rojola	Elli
174364	Rojola	Elli
175094	Rojola	Elli
175253	Rojola	Elli
176917	Rojola	Elli
177825	Rojola	Elli
178222	Rojola	Elli
179838	Rojola	Elli
180744	Rojola	Elli
182603	Rojola	Elli
183368	Rojola	Elli
184592	Mynttinen-Rojola	Elli
185206	Rojola	Elli
186419	Rojola	Elli
187117	Rojola	Elli
190421	Rojola	Elli
191298	Rojola	Elli
193437	Rojola	Elli
196979	Rojola	Elli
197621	Rojola	Elli
198720	Rojola	Elli
199632	Rojola	Elli
3	Rojola	Inari
206	Rojola	Inari
1179	Rojola-Heinonen	Inari
1866	Rojola	Inari
5376	Rojola	Inari
5443	Rojola	Inari
5607	Rojola	Inari
6469	Rojola	Inari
7294	Rojola	Inari
9461	Rojola	Inari
9671	Rojola	Inari
10094	Rojola	Inari
11413	Rojola	Inari
11738	Rojola	Inari
12244	Rojola	Inari
13047	Rojola	Inari
15476	Rojola	Inari
18407	Rojola	Inari
24044	Rojola	Inari
24066	Rojola	Inari
26509	Rojola-Auvinen	Inari
28292	Rojola	Inari
30320	Rojola	Inari
32094	Rojola	Inari
37119	Rojola	Inari
39437	Rojola	Inari
40270	Rojola	Inari
40600	Rojola	Inari
42541	Rojola	Inari
43285	Rojola	Inari
45918	Laitamo-Rojola	Inari
46519	Rojola	Inari
47522	Rojola	Inari
48664	Rojola	Inari
50163	Rojola	Inari
51065	Rojola	Inari
53432	Rojola	Inari
55375	Rojola	Inari
55736	Ollikainen-Rojola	Inari
56196	Rojola	Inari
61538	Rojola	Inari
64254	Rojola	Inari
66363	Rojola	Inari
66979	Rojola-Rajala	Inari
68219	Rojola	Inari
71215	Rojola	Inari
71733	Rojola	Inari
74971	Häkkinen-Rojola	Inari
76212	Rojola	Inari
79318	Rojola	Inari
81227	Rojola	Inari
81975	Rojola	Inari
87081	Rojola	Inari
88357	Rojola	Inari
89019	Rojola	Inari
91841	Rojola	Inari
92299	Rojola	Inari
97570	Rojola	Inari
97630	Rojola	Inari
99720	Rojola	Inari
99753	Rojola	Inari
107288	Rojola-Uutela	Inari
110170	Rojola	Inari
111197	Rojola	Inari
111640	Wuotila-Rojola	Inari
114982	Rojola	Inari
115272	Rojola	Inari
115298	Rojola	Inari
115935	Rojola	Inari
117692	Rojola	Inari
123204	Rojola	Inari
124259	Mottisenkangas-Rojola	Inari
125850	Rojola	Inari
126623	Rojola	Inari
126819	Stepanov-Rojola	Inari
129695	Rojola	Inari
131459	Rojola	Inari
132236	Rojola	Inari
132745	Rojola	Inari
135215	Rojola	Inari
135299	Paavola-Rojola	Inari
135519	Rojola	Inari
136156	Rojola	Inari
136834	Rojola	Inari
136990	Rojola	Inari
137027	Rojola	Inari
146857	Rojola	Inari
149258	Rojola	Inari
149415	Rojola-Ruottinen	Inari
152450	Rojola	Inari
152539	Kohonen-Rojola	Inari
152750	Rojola	Inari
154835	Rojola	Inari
155465	Rojola	Inari
158957	Rojola	Inari
159208	Rojola	Inari
160085	Rojola-Kähkönen	Inari
163554	Rojola	Inari
164153	Rojola	Inari
164918	Vanninen-Rojola	Inari
168449	Rojola	Inari
172311	Rojola	Inari
173258	Rojola	Inari
174364	Rojola	Inari
175094	Rojola	Inari
175253	Rojola	Inari
176917	Rojola	Inari
177825	Rojola	Inari
178222	Rojola	Inari
179838	Rojola	Inari
180744	Rojola	Inari
182603	Rojola	Inari
183368	Rojola	Inari
184592	Mynttinen-Rojola	Inari
185206	Rojola	Inari
186419	Rojola	Inari
187117	Rojola	Inari
190421	Rojola	Inari
191298	Rojola	Inari
193437	Rojola	Inari
196979	Rojola	Inari
197621	Rojola	Inari
198720	Rojola	Inari
199632	Rojola	Inari
3	Rojola	Simo
